DOID,Old,New
 DOID:3593,['is_a: DOID:4085 ! trophoblastic neoplasm'], 
 DOID:3340,['name: lymphangioendothelioma'],['name: obsolete lymphangioendothelioma']
 DOID:6180,['name: Cytomegalovirus gastritis'],['name: obsolete Cytomegalovirus gastritis']
 DOID:3101,['name: primary Mycoplasmatales infectious disease'],['name: obsolete primary Mycoplasmatales infectious disease']
 DOID:0050367,['name: Myroides odoratus necrotizing fasciitis'],['name: obsolete Myroides odoratus necrotizing fasciitis']
 DOID:8016,['name: anaplastic ganglioglioma'],['name: obsolete anaplastic ganglioglioma']
 DOID:5252,['name: leiomyosarcoma recurrent'],['name: obsolete leiomyosarcoma recurrent']
 DOID:11123, ,"['def: ""A hypersensitivity vasculitis that is characterized by purpura (purplish plaques), arthralgia, gastrointestinal upset, and/or glomerulonephritis, and may be related to increased immune response following an infection."" [url:https\\://rarediseases.info.nih.gov/diseases/8204/henoch-schonlein-purpura]']"
 DOID:6675,['name: menopausal syndrome'],['name: obsolete menopausal syndrome']
 DOID:13471,['name: secondary syphilitic lymphadenitis'],['name: obsolete secondary syphilitic lymphadenitis']
 DOID:3871,['name: medulloblastoma with leptomeningeal spread'],['name: obsolete medulloblastoma with leptomeningeal spread']
 DOID:5002,['name: equine infectious anemia'],['name: obsolete equine infectious anemia']
 DOID:0060388, ,"['def: ""A chromosomal disease that has_material_basis_in partial deletion of chromosomes."" [url:https\\://en.wikipedia.org/wiki/Chromosomal_deletion_syndrome]']"
 DOID:10708,['name: passive-aggressive personality disorder'],['name: obsolete passive-aggressive personality disorder']
 DOID:0070259, ,['is_a: DOID:0050737 ! autosomal recessive disease']
 DOID:8055,['name: recurrent urethral cancer'],['name: obsolete recurrent urethral cancer']
 DOID:7588,['name: mixed endodermal sinus neoplasm and teratoma of the testis'],['name: obsolete mixed endodermal sinus neoplasm and teratoma of the testis']
 DOID:3521,['name: childhood soft tissue sarcoma'],['name: obsolete childhood soft tissue sarcoma']
 DOID:13251,['name: HIV enteropathy'],['name: obsolete HIV enteropathy']
 DOID:7702,['name: AIDS-related oropharyngeal candidiasis'],['name: obsolete AIDS-related oropharyngeal candidiasis']
 DOID:0050190,['name: adenovirus encephalitis'],['name: obsolete adenovirus encephalitis']
 DOID:0060375,"['def: ""An orofaciodigital syndrome that is characterized by postaxial polydactyly and median cleft of the upper lip and has_material_basis_in homozygous mutation in the DDX59 gene on chromosome 1q32."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/23972372]']","['def: ""An orofaciodigital syndrome that is characterized by postaxial polydactyly and median cleft of the upper lip and has_material_basis_in homozygous mutation in the DDX59 gene on chromosome 1q32."" [url:https\\://rarediseases.info.nih.gov/diseases/4120/orofaciodigital-syndrome-5, url:https\\://www.ncbi.nlm.nih.gov/pubmed/23972372]']"
 DOID:0050409,['name: Streptococcus pyogenes ecthyma'],['name: obsolete Streptococcus pyogenes ecthyma']
 DOID:5115,['name: bovine virus diarrhea-mucosal disease'],['name: obsolete bovine virus diarrhea-mucosal disease']
 DOID:5090,"['synonym: ""malignant sternal neoplasm"" EXACT []', 'synonym: ""neoplasm of sternum"" EXACT []', 'synonym: ""malignant Sternal tumor"" EXACT [NCI2004_11_17:C8408]', 'synonym: ""Sternal tumor"" EXACT [NCI2004_11_17:C6730]', 'synonym: ""neoplasm of sternum"" RELATED []']", 
 DOID:789,['name: hypotony of eye associated with another ocular disorder'],['name: obsolete hypotony of eye associated with another ocular disorder']
 DOID:3667,['name: Cardiovirus infectious disease'],['name: obsolete Cardiovirus infectious disease']
 DOID:3702, ,['is_a: DOID:299 ! adenocarcinoma']
 DOID:1873,['name: abortion complicated by metabolic disorder'],['name: obsolete abortion complicated by metabolic disorder']
 DOID:0080138,['is_a: DOID:225 ! syndrome'],"['is_a: DOID:0050737 ! autosomal recessive disease', 'def: ""A multiple congenital anomalies-hypotonia-seizures syndrome that is characterized by neonatal hypotonia, lack of psychomotor development, seizures, dysmorphic features, and variable congenital anomalies involving the cardiac, urinary, and gastrointestinal systems and has_material_basis_in homozygous mutation in the PIGN gene on chromosome 18q21."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/21493957]', 'is_a: DOID:0080503 ! multiple congenital anomalies-hypotonia-seizures syndrome']"
 DOID:9552,['name: adrenal gland hypofunction'],['name: obsolete adrenal gland hypofunction']
 DOID:11309,['name: chronic latent schizophrenia'],['name: obsolete chronic latent schizophrenia']
 DOID:6246,['name: oncocytic neoplasm'],['name: obsolete oncocytic neoplasm']
 DOID:6174,['name: sporadic conventional renal cell carcinoma'],['name: obsolete sporadic conventional renal cell carcinoma']
 DOID:13555,['name: pharyngeal gonorrhea'],['name: obsolete pharyngeal gonorrhea']
 DOID:4967,['name: adrenal hyperplasia'],['name: obsolete adrenal hyperplasia']
 DOID:7238,"[""name: AIDS-related gastric Kaposi's sarcoma""]","[""name: obsolete AIDS-related gastric Kaposi's sarcoma""]"
 DOID:0050284,['name: opportunistic ascomycota mycosis'],['name: obsolete opportunistic ascomycota mycosis']
 DOID:0050293,['name: Scopulariopsis brevicaulis infectious disease'],['name: obsolete Scopulariopsis brevicaulis infectious disease']
 DOID:6784,['name: pediatric desmoplastic small round cell tumor'],['name: obsolete pediatric desmoplastic small round cell tumor']
 DOID:9821,['is_a: DOID:8466 ! retinal degeneration'], 
 DOID:6667,['name: regressing nevus'],['name: obsolete regressing nevus']
 DOID:1341,['name: congenital anemia'],['name: obsolete congenital anemia']
 DOID:10287,"['synonym: ""squamous cell carcinoma of prostate"" RELATED []', 'synonym: ""squamous cell carcinoma of the prostate"" EXACT [NCI2004_11_17:C5536]', 'synonym: ""squamous cell carcinoma of prostate"" EXACT []']", 
 DOID:0050273,['name: Neoscytalidium dimidiatum infectious disease'],['name: obsolete Neoscytalidium dimidiatum infectious disease']
 DOID:8794,"[""name: Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes""]","[""name: obsolete Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrathoracic lymph nodes""]"
 DOID:6728,['name: recurrent pediatric optic nerve astrocytoma'],['name: obsolete recurrent pediatric optic nerve astrocytoma']
 DOID:2585,['name: nephrotic syndrome with lesion of segmental hyalinosis'],['name: obsolete nephrotic syndrome with lesion of segmental hyalinosis']
 DOID:2635,['name: mucinous neoplasm'],['name: obsolete mucinous neoplasm']
 DOID:0050074,['name: tonsillar aspergillosis'],['name: obsolete tonsillar aspergillosis']
 DOID:6126,"['synonym: ""carcinoma of anal canal"" RELATED []', 'synonym: ""carcinoma of anal canal"" EXACT []']", 
 DOID:4925,['name: human papillomavirus related carcinoma'],['name: obsolete human papillomavirus related carcinoma']
 DOID:11171,['name: urethral condylomata acuminata'],['name: obsolete urethral condylomata acuminata']
 DOID:12633,['name: cervicofacial actinomycosis'],['name: obsolete cervicofacial actinomycosis']
 DOID:5328,['name: retinal detachment and defect'],['name: obsolete retinal detachment and defect']
 DOID:7677,"[""name: bone metastatic Ewing's sarcoma""]","[""name: obsolete bone metastatic Ewing's sarcoma""]"
 DOID:10827,['name: gender identity disorder in adolescent or adult'],['name: obsolete gender identity disorder in adolescent or adult']
 DOID:4009,['name: renal pelvis and ureter transitional cell cancer'],['name: obsolete renal pelvis and ureter transitional cell cancer']
 DOID:8939,"[""name: Hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of axilla and upper limb""]","[""name: obsolete Hodgkin's lymphoma, nodular sclerosis, involving lymph nodes of axilla and upper limb""]"
 DOID:11943,['name: Trichomonas vaginitis'],['name: obsolete Trichomonas vaginitis']
 DOID:259,['name: abortion complicated by embolism'],['name: obsolete abortion complicated by embolism']
 DOID:5648,"['synonym: ""cancer of Choroid Plexus"" EXACT [NCI2004_11_17:C4715]', 'synonym: ""malignant neoplasm of choroid plexus"" EXACT [MTHICD9_2006:191.5]', 'synonym: ""malignant tumor of choroid plexus"" EXACT []', 'synonym: ""malignant neoplasm of the Choroid Plexus"" EXACT [NCI2004_11_17:C4533]', 'synonym: ""malignant tumor of choroid plexus"" RELATED []', 'synonym: ""Choroid plexus carcinoma"" EXACT [SNOMEDCT_2005_07_31:88252006]']", 
 DOID:10338,['name: subchronic schizophrenia'],['name: obsolete subchronic schizophrenia']
 DOID:8560,['name: carcinoma in situ of breast and genitourinary system'],['name: obsolete carcinoma in situ of breast and genitourinary system']
 DOID:0060390, ,"['def: ""A chromosomal deletion syndrome that is characterized by developmental delay, intellectual disability, behavioral problems and facial facies caused by a missing copy of the long arm of chromosome 10."" [url:https\\://rarediseases.info.nih.gov/diseases/3711/chromosome-10q-deletion]']"
 DOID:11855,['name: intermittent monocular exotropia'],['name: obsolete intermittent monocular exotropia']
 DOID:9195,['name: Herpes simplex virus keratitis'],['name: obsolete Herpes simplex virus keratitis']
 DOID:0050943, ,"['def: ""A spastic ataxia that is characterized by cerebellar ataxia, spasticity, dysarthria and optic atrophy, has_material_basis_in homozygous mutation in the MTPAP gene on chromosome 10p11."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/20970105, url:https\\://www.omim.org/entry/613672]']"
 DOID:5314,['name: alveolar soft part sarcoma recurrent'],['name: obsolete alveolar soft part sarcoma recurrent']
 DOID:7956,['name: EBV-related posttransplantation lymphoproliferative disease'],['name: obsolete EBV-related posttransplantation lymphoproliferative disease']
 DOID:578,['name: urination disorder'],['name: obsolete urination disorder']
 DOID:5403,['is_a: DOID:657 ! adenoma'], 
 DOID:7053,['name: anaplastic small cell thyroid carcinoma'],['name: obsolete anaplastic small cell thyroid carcinoma']
 DOID:7025,['name: anaplastic malignant intracranial meningioma'],['name: obsolete anaplastic malignant intracranial meningioma']
 DOID:10645,['name: chronic state latent schizophrenia with acute exacerbation'],['name: obsolete chronic state latent schizophrenia with acute exacerbation']
 DOID:5924,['name: recurrent extrahepatic bile duct cancer'],['name: obsolete recurrent extrahepatic bile duct cancer']
 DOID:5231,['name: peritoneal and retroperitoneal tumors'],['name: obsolete peritoneal and retroperitoneal tumors']
 DOID:0050512,['name: Saffold virus gastroenteritis'],['name: obsolete Saffold virus gastroenteritis']
 DOID:0050969, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by cerebellar ataxia and sensory neuropathy, has_material_basis_in mutation on chromosome 7q22-q23."" [url:https\\://rarediseases.info.nih.gov/diseases/9976/spinocerebellar-ataxia-18]']"
 DOID:4010,['name: renal pelvis and ureter cancer'],['name: obsolete renal pelvis and ureter cancer']
 DOID:0060090, ,"['def: ""A benign neoplasm of the central nervous system that is characterized by lack of malignancy."" [url:https\\://www.cancer.gov/types/brain/patient/adult-brain-treatment-pdq]']"
 DOID:10966,['is_a: DOID:2921 ! glomerulonephritis'], 
 DOID:2948,['name: Coronaviridae infectious disease'],['name: obsolete Coronaviridae infectious disease']
 DOID:9379,['name: glaucoma with ocular inflammation'],['name: obsolete glaucoma with ocular inflammation']
 DOID:8918,"[""name: Hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb""]","[""name: obsolete Hodgkin's sarcoma involving lymph nodes of inguinal region and lower limb""]"
 DOID:2227,['name: malignant neoplasm of lymphatic and hemopoietic tissue'],['name: obsolete malignant neoplasm of lymphatic and hemopoietic tissue']
 DOID:1057,['name: inborn amino acid transport disorder'],['name: obsolete inborn amino acid transport disorder']
 DOID:7568,['name: adult brain meningioma'],['name: obsolete adult brain meningioma']
 DOID:5317,['name: alveolar soft part sarcoma metastatic'],['name: obsolete alveolar soft part sarcoma metastatic']
 DOID:2878,['name: throat carcinoma'],['name: obsolete throat carcinoma']
 DOID:0050662, ,"['def: ""A macular degeneration that is characterized by central vision loss, an absent electrooculogram light rise and a reduced electroretinogram, has_material_basis_in autosomal recessive inheritance of homozygous or compound heterozygous mutation in the BEST1 gene on chromosome 11q12."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/24859690, url:https\\://www.ncbi.nlm.nih.gov/pubmed/25545482, url:https\\://www.omim.org/entry/611809]']"
 DOID:8366,['name: esophageal adenocarcinoma recurrent'],['name: obsolete esophageal adenocarcinoma recurrent']
 DOID:0050314,['name: primary Erysipelotrichaceae infectious disease'],['name: obsolete primary Erysipelotrichaceae infectious disease']
 DOID:6876,['name: mixed childhood rhabdomyosarcoma'],['name: obsolete mixed childhood rhabdomyosarcoma']
 DOID:1996,"['synonym: ""adenocarcinoma of rectum"" EXACT []', 'synonym: ""adenocarcinoma of rectum"" RELATED []']", 
 DOID:0050689, ,"['def: ""An autosomal genetic disease that is characterized by brachydactyly and syndactyly, has_material_basis_in heterozygous mutation in the HOXD13 gene on chromosome 2q31."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/17236141, url:https\\://www.omim.org/entry/610713]']"
 DOID:14542,['name: macular or paramacular focal retinitis and retinochoroiditis'],['name: obsolete macular or paramacular focal retinitis and retinochoroiditis']
 DOID:8287,['name: Multiple Chondromatous hamartoma of lung'],['name: obsolete Multiple Chondromatous hamartoma of lung']
 DOID:14499, ,"['def: ""A sphingolipidosis that is characterized by the buildup of globotriaosylceramide in the body\'s cells and has_material_basis_in X-linked inherited mutations in the GLA gene, encoding alpha-galactosidase A, on chromosome Xq22."" [url:https\\://ghr.nlm.nih.gov/condition/fabry-disease]']"
 DOID:2728,['name: Pilosebaceous hamartoma'],['name: obsolete Pilosebaceous hamartoma']
 DOID:1141,['name: alternating exotropia with V pattern'],['name: obsolete alternating exotropia with V pattern']
 DOID:3820,['name: primary Chlamydiaceae infectious disease'],['name: obsolete primary Chlamydiaceae infectious disease']
 DOID:0060087,['is_a: DOID:15 ! reproductive system disease'],"['is_a: DOID:48 ! male reproductive system disease', 'def: ""A benign neoplasm of the male reproductive system that is characterized by lack of malignancy."" [url:https\\://www.ncbi.nlm.nih.gov/books/NBK9556/]']"
 DOID:0050863, ,"['def: ""An anterior ischemic optic neuropathy that is characterized by near-complete vision loss caused by damage to the medium-sized blood vessels supplying the optic nerves following temporal arteritis."" [url:https\\://en.wikipedia.org/wiki/Arteritic_anterior_ischemic_optic_neuropathy]']"
 DOID:0050994, ,"['def: ""An episodic ataxia that is characterized by nystagmus and dysarthria, and has_material_basis_in autosomal dominant inheritance of mutation in the SLC1A3 gene."" [url:https\\://www.omim.org/entry/612656]']"
 DOID:622,['name: Lentivirus infectious disease'],['name: obsolete Lentivirus infectious disease']
 DOID:7714,['name: metastatic malignant hemangiopericytoma'],['name: obsolete metastatic malignant hemangiopericytoma']
 DOID:0050096, ,['is_a: DOID:37 ! skin disease']
 DOID:13459,['name: secondary syphilitic hepatitis'],['name: obsolete secondary syphilitic hepatitis']
 DOID:0050641, ,"['def: ""A hemolytic anemia that is characterized by deficiency of Rh antigens, has_material_basis_in homozygous or compound heterozygous mutation in the RHAG gene on chromosome 6p12."" [url:https\\://rarediseases.info.nih.gov/diseases/12916/rh-deficiency-syndrome, url:https\\://www.ncbi.nlm.nih.gov/pubmed/3103426]']"
 DOID:6702,['name: recurrent stomach cancer'],['name: obsolete recurrent stomach cancer']
 DOID:0090121,['name: apparent mineralocorticoid excess'],['name: obsolete apparent mineralocorticoid excess']
 DOID:0050914,['is_a: DOID:657 ! adenoma'], 
 DOID:255,['is_a: DOID:0060084 ! cell type benign neoplasm'], 
 DOID:0110301,"['def: ""An autosomal dominant limb-girdle muscular dystrophy that has_material_basis_in mutation in the gene encoding lamin A/C (LMNA)."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/10814726]', 'synonym: ""muscular dystrophy, limb-girdle type 1B"" EXACT []', 'xref: OMIM:159001', 'is_a: DOID:0110273 ! autosomal dominant limb-girdle muscular dystrophy', 'xref: ICD10CM:G71.0', 'xref: ORDO:264', 'synonym: ""proximal muscular dystrophy type 1B"" EXACT []', 'synonym: ""LGMD1B"" EXACT []', 'synonym: ""Limb-girdle muscular dystrophy due to lamin A/C deficiency"" EXACT []', 'name: autosomal dominant limb-girdle muscular dystrophy type 1B']","['is_obsolete: true', 'name: obsolete autosomal dominant limb-girdle muscular dystrophy type 1B']"
 DOID:8893, ,"['def: ""A skin disease that is characterized by patches of thick red skin and silvery scales."" [url:https\\://www.cdc.gov/psoriasis/index.htm]']"
 DOID:9217,['name: herpes zoster eyelid dermatitis'],['name: obsolete herpes zoster eyelid dermatitis']
 DOID:2756,['name: paratuberculosis'],['name: obsolete paratuberculosis']
 DOID:6837,"['is_a: DOID:657 ! adenoma', 'def: ""An adenoma that is located_in the rete ovarii."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/9416702]']","['def: ""A rete ovarii neoplasm that derives_from glandular epithelial cells."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/9416702]']"
 DOID:2524,['name: abnormal glucose tolerance in mother complicating pregnancy childbirth and/or puerperium'],['name: obsolete abnormal glucose tolerance in mother complicating pregnancy childbirth and/or puerperium']
 DOID:9943,['name: syphilitic episcleritis'],['name: obsolete syphilitic episcleritis']
 DOID:0050183,['name: Epstein-Barr virus encephalitis'],['name: obsolete Epstein-Barr virus encephalitis']
 DOID:10630,['name: optic atrophy associated with retinal dystrophy'],['name: obsolete optic atrophy associated with retinal dystrophy']
 DOID:7836,['name: mixed acinar-endocrine carcinoma'],['name: obsolete mixed acinar-endocrine carcinoma']
 DOID:0050374,['name: Spirochaetaceae infectious disease'],['name: obsolete Spirochaetaceae infectious disease']
 DOID:12055,"['is_a: DOID:9471 ! meningitis', 'is_a: DOID:11335 ! sarcoidosis']",['is_a: DOID:13403 ! neurosarcoidosis']
 DOID:0050434,"['synonym: ""ATS"" EXACT []']", 
 DOID:11028,['is_a: DOID:10139 ! conjunctival degeneration'], 
 DOID:113,['name: pneumopericardium'],['name: obsolete pneumopericardium']
 DOID:4104,['name: rinderpest'],['name: obsolete rinderpest']
 DOID:12022,['name: spontaneous abortion complicated by genital tract and pelvic infectious disease'],['name: obsolete spontaneous abortion complicated by genital tract and pelvic infectious disease']
 DOID:3687, ,"['def: ""A mitochondrial encephalomyopathy that is characterized by mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke-like episodes, has_symptom myalgia, motor weakness, headaches, seizures, and stroke-like episodes with acute hemiparesis and severe headaches, and develops_from mutation in mitochondrial genes including MT-TL1, which encodes tRNA proteins."" [url:https\\://ghr.nlm.nih.gov/condition/mitochondrial-encephalomyopathy-lactic-acidosis-and-stroke-like-episodes#genes]']"
 DOID:10528,['name: Haemophilus influenzae infectious disease'],['name: obsolete Haemophilus influenzae infectious disease']
 DOID:10015,['name: polyglandular dysfunction'],['name: obsolete polyglandular dysfunction']
 DOID:13668,['name: meningococcal encephalitis'],['name: obsolete meningococcal encephalitis']
 DOID:793,['name: schizophrenia in remission'],['name: obsolete schizophrenia in remission']
 DOID:0060044, ,"['def: ""A sexual disorder that is characterized recurrent, intense sexually arousing fantasies, sexual urges or behaviors generally involving nonhuman objects."" [url:https\\://en.wikipedia.org/wiki/Paraphilia]']"
 DOID:0050767, ,"['def: ""An osteochondrodysplasia that is characterized by hypertelorism, a wide nose, vertical midline cleft and encephalocele."" [url:https\\://en.wikipedia.org/wiki/Frontonasal_dysplasia]']"
 DOID:4326,['name: Filoviridae infectious disease'],['name: obsolete Filoviridae infectious disease']
 DOID:0050366,['name: Empedobacter brevis endophthalmitis'],['name: obsolete Empedobacter brevis endophthalmitis']
 DOID:11720,"['xref: OMIM:160500', 'xref: OMIM:160300', 'xref: OMIM:254130', 'xref: OMIM:613318', 'xref: OMIM:613319']", 
 DOID:3849,['name: adult intracranial neoplasm'],['name: obsolete adult intracranial neoplasm']
 DOID:13694,['name: unilateral vesicoureteral reflux with reflux nephropathy'],['name: obsolete unilateral vesicoureteral reflux with reflux nephropathy']
 DOID:13583,['name: fetal nutrition disorder'],['name: obsolete fetal nutrition disorder']
 DOID:10220,['name: failed induction'],['name: obsolete failed induction']
 DOID:764,['name: meningococcal pericarditis'],['name: obsolete meningococcal pericarditis']
 DOID:2100,['name: vulvar metastasis'],['name: obsolete vulvar metastasis']
 DOID:237,['name: adhesions and disruptions of iris and ciliary body'],['name: obsolete adhesions and disruptions of iris and ciliary body']
 DOID:4088,['name: Torovirus infectious disease'],['name: obsolete Torovirus infectious disease']
 DOID:0050677, ,"['def: ""An autosomal recessive disease that is characterized by early onset of hearing loss and hair loss due to pili torti, has_material_basis_in homozygous or compound heterozygous mutation in the BCS1L gene on chromosome 2q35."" [url:https\\://rarediseases.org/rare-diseases/birt-hogg-dube-syndrome/]']"
 DOID:0060035,['name: medical disorder'],['name: obsolete medical disorder']
 DOID:6826,['name: recurrent cancer of pancreas'],['name: obsolete recurrent cancer of pancreas']
 DOID:5790,['name: resectable hepatoblastoma'],['name: obsolete resectable hepatoblastoma']
 DOID:794,['name: residual schizophrenia in remission'],['name: obsolete residual schizophrenia in remission']
 DOID:5343,['is_a: DOID:3095 ! germ cell and embryonal cancer'],"['is_a: DOID:2994 ! germ cell cancer', 'is_a: DOID:1115 ! sarcoma']"
 DOID:0080075, ,"['def: ""A serine deficiency that is characterized by multiple fatal malformations including ichthyosis, microcephaly, central nervous system abnormalities, limb deformities, intrauterine growth restriction, proptosis, anasarca, and micrognathia, and has_material_basis_in autosomal recessive inheritance of mutation in the PSAT1 gene on chromosome 9q21.1, causing issues producing the amino acid serine."" [url:https\\://www.omim.org/entry/616038]']"
 DOID:1215,['name: Tympanosclerosis of tympanic membrane only'],['name: obsolete Tympanosclerosis of tympanic membrane only']
 DOID:0050953, ,"['def: ""A hereditary ataxia that is characterized by X-linked inheritance."" [url:https\\://rarediseases.org/rare-diseases/autosomal-dominant-hereditary-ataxia/]', 'is_a: DOID:0050735 ! X-linked monogenic disease']"
 DOID:1469,['name: single major depressive episode in full remission'],['name: obsolete single major depressive episode in full remission']
 DOID:5872,['name: placental necrosis'],['name: obsolete placental necrosis']
 DOID:10537,['name: recurrent malignant gastric neoplasm'],['name: obsolete recurrent malignant gastric neoplasm']
 DOID:1991,['name: metastases to large Intestine'],['name: obsolete metastases to large Intestine']
 DOID:0060383, ,"['def: ""An acrofacial dysostosis that is characterized by CNS malformations, lung anomalies, congenital heart defects, dysmorphic facies and limb reduction, and has_material_basis_in autosomal recessive inheritance."" [url:https\\://rarediseases.info.nih.gov/diseases/496/acrofacial-dysostosis-rodriguez-type]']"
 DOID:12274,['name: anisometropia and aniseikonia'],['name: obsolete anisometropia and aniseikonia']
 DOID:10545,['name: coxsackievirus infectious disease'],['name: obsolete coxsackievirus infectious disease']
 DOID:5347,['name: mediastinal non-seminomatous germ cell cancer'],['name: obsolete mediastinal non-seminomatous germ cell cancer']
 DOID:9913,['name: axillary metastasis'],['name: obsolete axillary metastasis']
 DOID:993,['name: Flavivirus infectious disease'],['name: obsolete Flavivirus infectious disease']
 DOID:0050343,['name: Gardnerella vaginalis vaginosis'],['name: obsolete Gardnerella vaginalis vaginosis']
 DOID:0080092,"['def: ""A myofibrillar myopathy that has_material_basis_in heterozygous, homozygous, or compound heterozygous mutation in the desmin gene on chromosome 2q35."" [url:https\\://www.omim.org/entry/601419]']","['is_a: DOID:0050737 ! autosomal recessive disease', 'def: ""A myofibrillar myopathy that has_material_basis_in heterozygous, homozygous, or compound heterozygous mutation in the desmin gene on chromosome 2q35."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/23687351, url:https\\://www.omim.org/entry/601419]', 'alt_id: DOID:0110286', 'xref: ICD10CM:G71.0', 'is_a: DOID:0050736 ! autosomal dominant disease', 'synonym: ""autosomal recessive limb-girdle muscular dystrophy type 2R"" EXACT []', 'xref: ORDO:363543']"
 DOID:10621,['name: Fissure of nipple associated with childbirth'],['name: obsolete Fissure of nipple associated with childbirth']
 DOID:4084,['is_a: DOID:4085 ! trophoblastic neoplasm'], 
 DOID:6631,['name: ovarian dermoid cyst with leiomyosarcoma'],['name: obsolete ovarian dermoid cyst with leiomyosarcoma']
 DOID:12029,['is_a: DOID:438 ! autoimmune disease of the nervous system'],"['def: ""A panuveitis that is characterized by bilateral diffuse intraocular inflammation following penetrating trauma to an eye, has_symptom blurry vision, watering, pain, and photophobia."" [url:http\\://eyewiki.aao.org/Sympathetic_Ophthalmia, url:https\\://www.ncbi.nlm.nih.gov/pmc/articles/PMC3277011/]']"
 DOID:5326,['name: Partial recent retinal detachment with single defect'],['name: obsolete Partial recent retinal detachment with single defect']
 DOID:13219,['name: transsexuality with heterosexual history'],['name: obsolete transsexuality with heterosexual history']
 DOID:1491,['name: corneal anesthesia and hypoesthesia'],['name: obsolete corneal anesthesia and hypoesthesia']
 DOID:7420,['name: placental infarction'],['name: obsolete placental infarction']
 DOID:6750,['name: malignant fibrous histiocytoma recurrent'],['name: obsolete malignant fibrous histiocytoma recurrent']
 DOID:3519,['name: non-metastatic fibrosarcoma'],['name: obsolete non-metastatic fibrosarcoma']
 DOID:3578,"['is_a: DOID:1100 ! ovarian disease', 'is_a: DOID:0060089 ! endocrine organ benign neoplasm']", 
 DOID:4118,['is_a: DOID:5353 ! colonic disease'], 
 DOID:0050773,"['def: ""A pheochromocytoma that arises in extraadrenal sympathetic ganglia."" [url:https\\://ghr.nlm.nih.gov/condition/hereditary-paraganglioma-pheochromocytoma]']","['def: ""A pheochromocytoma that arises in extraadrenal sympathetic ganglia."" [url:https\\://en.wikipedia.org/wiki/Paraganglioma, url:https\\://ghr.nlm.nih.gov/condition/hereditary-paraganglioma-pheochromocytoma]']"
 DOID:9805,['name: pneumococcal infectious disease'],['name: obsolete pneumococcal infectious disease']
 DOID:3590,['is_a: DOID:4085 ! trophoblastic neoplasm'], 
 DOID:6457,"['xref: OMIM:158350', 'name: Cowden disease', 'xref: SNOMEDCT_US_2018_03_01:67944007', 'xref: OMIM:615109', 'xref: OMIM:615108', 'def: ""An autosomal dominant disease characterized by multiple noncancerous, tumor-like growths (hamartomas) and an increased risk of certain forms of cancer, especially breast, thyroid and endometrium. It is caused  by mutations in the PTEN, SDHB, SDHD and KLLN genes."" [url:http\\://en.wikipedia.org/wiki/Cowden_syndrome, url:http\\://ghr.nlm.nih.gov/condition/cowden-syndrome, url:http\\://rarediseases.info.nih.gov/gard/6202/cowden-syndrome/resources/1]', 'xref: OMIM:615107', 'xref: NCI:C8419', 'xref: OMIM:615106', 'xref: NCI2004_11_17:C8419', 'xref: OMIM:612359']","['synonym: ""Cowden disease"" EXACT []', 'xref: OMIM:PS158350', 'name: Cowden syndrome', 'def: ""An autosomal dominant disease characterized by multiple noncancerous, tumor-like growths (hamartomas) and an increased risk of certain forms of cancer, especially breast, thyroid and endometrium."" [url:http\\://en.wikipedia.org/wiki/Cowden_syndrome, url:http\\://ghr.nlm.nih.gov/condition/cowden-syndrome, url:http\\://rarediseases.info.nih.gov/gard/6202/cowden-syndrome/resources/1]']"
 DOID:7890,['name: testicular spermatocytic seminoma with sarcoma'],['name: obsolete testicular spermatocytic seminoma with sarcoma']
 DOID:10000,['name: visual cortex disorder due to neoplasm'],['name: obsolete visual cortex disorder due to neoplasm']
 DOID:4694,['name: malignant peripheral nerve neoplasm'],['name: obsolete malignant peripheral nerve neoplasm']
 DOID:12403, ,['is_a: DOID:37 ! skin disease']
 DOID:11000,['name: progressive iris atrophy'],['name: obsolete progressive iris atrophy']
 DOID:10483,"['name: hypertonic, incoordinate, or prolonged uterine contractions']","['name: obsolete hypertonic, incoordinate, or prolonged uterine contractions']"
 DOID:10924,['name: catatonic type schizophrenia chronic state'],['name: obsolete catatonic type schizophrenia chronic state']
 DOID:5552,['name: mediastinum choriocarcinoma'],['name: obsolete mediastinum choriocarcinoma']
 DOID:11756,['name: calculus of bile duct with acute cholecystitis'],['name: obsolete calculus of bile duct with acute cholecystitis']
 DOID:2788,['name: Ciliophora infectious disease'],['name: obsolete Ciliophora infectious disease']
 DOID:4711,['name: krebs 2 carcinoma'],['name: obsolete krebs 2 carcinoma']
